Jakie tematy porusza w swoich tekstach Cezary Gmyz?;bez kontekstu
Jakie gałęzie gospodarki są rozwinięte w Masywie Śnieżnika - Krowiarki?;bez kontekstu
Jakie projekty zrealizowała Krystyna Halina Roux-Dorlut?;bez kontekstu
Czy przysiółek Roguszyno-Połazie Kęty wyodrębnił się jako samodzielna osada?;kontekst
Z jakimi polskimi scenami operowymi współpracuje Anna Cymmerman?;bez kontekstu
Kiedy zmarł Michał Paśnik i jakie było jego dziedzictwo?;bez kontekstu
W jakich latach pełnił funkcję radnego sejmiku województwa podlaskiego?;kontekst
Jakie barwniki zawierają komórki sinic i jakie mają one znaczenie?;bez kontekstu
Co to jest współczynnik przyrostu rzeczywistego?;bez kontekstu
Jakie są wrodzone przyczyny podwyższonego czasu protrombinowego?;bez kontekstu
Jakie badania mogą być zlecone w celu ustalenia przyczyny zaburzeń trawienia i/lub wchłaniania tłuszczów po uzyskaniu dodatniego wyniku badania tłuszczu w kale?;bez kontekstu
Co to jest zakon i jakie ma cele?;bez kontekstu
Jakie były pierwsze kroki zespołu Prymaki?;bez kontekstu
Kiedy nie stosować preparatu Syrop tymiankowy z witaminą C?;bez kontekstu
Jakie są główne wyzwania stojące przed rodzinami i opiekunami dzieci z chorobami rzadkimi?;bez kontekstu
Kto jest podatnikiem podatku od czynności cywilnoprawnych w przypadku umowy przelewu wierzytelności?;bez kontekstu
Jakie sekcje sportowe wniosła Sparta do nowego klubu?;kontekst
Jakie są zalecenia dotyczące dawkowania Sambucus Kids dla dzieci w wieku 1-6 lat?;bez kontekstu
Jak można matematycznie wyprowadzić trzecie prawo Keplera?;bez kontekstu
Jaki styl architektoniczny reprezentuje Kościół pw. Najświętszego Serca Pana Jezusa w Płocku?;bez kontekstu
Jakie studia ukończyła Agnieszka Joanna Turska-Kawa na Uniwersytecie Śląskim?;bez kontekstu
Dlaczego Eli chce, aby Mat poznał Tori?;kontekst
W którym roku Ernest Konon doznał kontuzji więzadeł krzyżowych?;kontekst
Jakie były skutki wydobycia amunicji z jeziora Karsienko?;kontekst
Kiedy pojawili się pierwsi ludzie i jaki był ich gatunek?;bez kontekstu
Czy autor rozważa zastosowanie szkła w kuchni?;kontekst
Jakie problemy są związane z brakiem zainteresowania areną w grze online?;kontekst
Jakie są perspektywy na przyszłość dla głównej bohaterki?;kontekst
Jak przedstawiano postacie Żydów w literaturze polskiej od oświecenia do współczesności?;bez kontekstu
Jakie są zalety spożywania brokułów?;bez kontekstu
Jakie były warunki zdrowotne Gaudiego w dzieciństwie?;kontekst
Kiedy został opublikowany artykuł o rozmowie przy przydrożnym krzyżu?;kontekst
Jakie trzy główne części składały się na strukturę książki Julity Orzelskiej?;kontekst
Kiedy i w jaki sposób powstało jezioro lodowcowe Jokulsarlon?;bez kontekstu
Jakie są główne obszary działalności naukowej Elżbiety Malinowskiej?;kontekst
Jakie były główne osiągnięcia Ireny Kazik-Zawadzkiej w dziedzinie filologii klasycznej i językoznawstwa?;kontekst
Od kiedy Angelika oficjalnie reprezentuje Polskę?;kontekst
W jaki sposób Acerola C Brasilia wspiera zdrowie skóry?;bez kontekstu
Jakie są przykłady praktycznych zastosowań spektroskopii w różnych dziedzinach?;bez kontekstu
Gdzie urodził się Alfred Bentkowski i kiedy?;bez kontekstu
Jakie są wymagania dotyczące ogrzewania w pomieszczeniach pracy?;bez kontekstu
Jakie pytanie dotyczące ochrony zdrowia zaproponował prezydent Andrzej Duda?;kontekst
Jakie są główne zarzuty Estarossy wobec obecnych administratorów na serwerze?;kontekst
Jakie są opinie uczestników dyskusji na forum internetowym na temat leśników?;kontekst
Co przedstawia ta mapa z 1942 roku?;kontekst
Jak losowość wpływa na grę i jak gracze próbują ją zrozumieć i optymalizować?;kontekst
Za jakie osiągnięcia naukowe i zawodowe Marcin Rafał Adamczak został uhonorowany nagrodami i wyróżnieniami?;bez kontekstu
Jak Kazimiera Zawistowska wpłynęła na polską literaturę?;bez kontekstu
Kim była pierwsza żona Jerzego Kryszaka?;kontekst
Kiedy zmarł Józef Bareła?;bez kontekstu
Jakie choroby wieku podeszłego są poruszane podczas wykładów i warsztatów?;kontekst
Jakie tematy są przedmiotem jej zainteresowań naukowych?;kontekst
Jakie znaczenie miało położenie Kęt na skrzyżowaniu szlaków handlowych?;bez kontekstu
Co obejmowała akcja 'Książka na telefon'?;kontekst
Jakie są porady autora dla osób planujących zdobycie prawa jazdy kategorii A?;kontekst
Jakie były okoliczności aresztowania i śmierci Ryszki?;bez kontekstu
Jakie są pierwsze zadania Maxa Silverskiego w Zwierzogrodzie?;kontekst
Jakie były główne przyczyny powstania PRL po II wojnie światowej?;bez kontekstu
Jakie były wczesne lata życia Jana Krasowskiego?;bez kontekstu
Jakie były główne wyzwania, z jakimi musieli się zmierzyć uczestnicy misji?;kontekst
Jakie były najbardziej znane występy telewizyjne Czesława Jerzego Majewskiego?;bez kontekstu
Jakie znaczenie ma historia Jana Drzewieckiego dla pamięci narodowej Polaków?;bez kontekstu
Gdzie urodził się Jan Gotfryd Theiner i jakie były jego korzenie?;bez kontekstu
Jaki jest klimat w Czarnogłowie?;bez kontekstu
Kto był dowódcą szwadronu w momencie jego formowania?;kontekst
Jakie były losy rękopisów Kazimierza Chodynickiego podczas II wojny światowej?;bez kontekstu
W jakich celach naukowych wykorzystuje się analizy stężenia pyłku?;bez kontekstu
Kiedy Janina Bąk rozpoczęła karierę akademicką?;bez kontekstu
Od czego zależy rodzaj wady zgryzu powstającej na skutek ssania smoczka?;bez kontekstu
Kim był Antoni Rogalski i jakie były jego początki?;kontekst
Jakie były skutki prowadzenia 'ewidencji ankietowej' w latach 1949-1951?;kontekst
Czym zajmował się Lelewel poza działalnością urzędniczą?;kontekst
Czy Jerzy Marian Józefiak ubiegał się o reelekcję w wyborach parlamentarnych w 1991 roku?;bez kontekstu
Jakie wydarzenie umożliwiło uczniom zwiedzenie Centrum Nowoczesności Młyn Wiedzy w Toruniu?;kontekst
Jakie są kluczowe tematy poruszone w monologu dotyczącym leczenia ran i oparzeń u dzieci?;kontekst
Jakie były kluczowe momenty w edukacji Mirosławy Grałek, które przyczyniły się do jej późniejszej kariery w okulistyce?;bez kontekstu
Jakie stanowisko zajmowała Ewa Gajda w Katedrze Prawa Kanonicznego na UMK w latach 1991-2014?;bez kontekstu
Jakie są perspektywy wyleczenia w przypadku wad układu moczowego?;bez kontekstu
Jakie były główne działania Eibischa po II wojnie światowej?;kontekst
Kto wprowadził emerytury olimpijskie w Polsce i kiedy to nastąpiło?;bez kontekstu
Jaką aptekę prowadził Jan Gudeit wraz z bratem Karolem?;bez kontekstu
Jakie są jej poglądy na temat roli kobiet w polityce?;kontekst
Jakie stanowisko zajmował Jan Nepomucen Żarnowski w rosyjskiej Kontroli Państwowej i jakie były jego osiągnięcia?;bez kontekstu
Jakie są konsekwencje niskich wynagrodzeń dla lekarzy w Polsce?;bez kontekstu
Jak przygotowuje się ślimak winniczek do zimowania?;bez kontekstu
Co to była gromada Kuźnica Grabowska i jakie miała znaczenie w kontekście reformy administracyjnej w latach 50. XX wieku?;bez kontekstu
Jakie znaczenie miał dla zespołu występ na XIII Przystanku Woodstock?;kontekst
Jakie wydarzenia z historii regionu są związane z kościołem Narodzenia Najświętszej Maryi Panny?;kontekst
Jakie odznaczenia i medale otrzymał Mieczysław Fatyga za swoją działalność?;bez kontekstu
Jakie było znaczenie zamachu na cara Aleksandra II, którego dokonał Ignacy Hryniewiecki?;bez kontekstu
Jak obliczyć prędkość w ruchu jednostajnym prostoliniowym?;bez kontekstu
Gdzie został pochowany Zygmunt Vogel?;bez kontekstu
Jakie środki proponuje autor, aby zwiększyć skuteczność systemu prawnego wobec przestępczości?;kontekst
"Jakie są unikalne cechy doświadczenia związanego z oglądaniem ""Kolorowych cieni""?";kontekst
"Jak serial ""Dziewczyny ze Lwowa"" wpłynął na polską kinematografię?";bez kontekstu
W jakim klubie Kamil Buchcic rozpoczął swoją karierę?;bez kontekstu
Jakie są przewagi rynkowe itelligence w Polsce?;bez kontekstu
Kiedy został wzniesiony Arsenał w Warszawie?;bez kontekstu
Co oznacza zwrot 'zasłona dymna' w kontekście dyskusji o Ty'u Lawsonie?;kontekst
Jakie były główne cele i działania Księcia Eustachego Kajetana Sapiehy na emigracji?;bez kontekstu
Jakie działania podjęła Stefania Perzanowska w obozie koncentracyjnym na Majdanku?;bez kontekstu
Jakie są główne strefy Bulwarów Czarnej Przemszy w Będzinie i jakie funkcje pełnią?;bez kontekstu
Jakie wydarzenie zmieniło bieg życia Jana Latsky'ego?;kontekst
W jaki sposób motyw wiary jest powiązany z innymi motywami, takimi jak miłość czy śmierć, w literaturze?;bez kontekstu
Jakie wydarzenie wywołało konflikt między Staśkiem a jego matką?;kontekst
Jakie były pierwsze doświadczenia dziennikarzy po przybyciu do Solidaru?;kontekst
Jakie są klasyfikacje sieci komputerowych?;bez kontekstu
Jakie były losy Jasińskiego po uwięzieniu?;kontekst
W jakim mieście Jerzy Kuliński spędził większość swojego życia?;bez kontekstu
Kiedy Bogdan Artymowicz został powołany na członka Krajowej Izby Odwoławczej?;kontekst
Kto był twórcą pedagogiki porównawczej?;bez kontekstu
W jakim roku rozpoczął Andrzej Roman swoją karierę dziennikarską i w jakiej gazecie?;bez kontekstu
W jakiej roli pracował Michał Blukis w Milicji Obywatelskiej?;bez kontekstu
Jakie są zasady leczenia farmakologicznego AZW?;bez kontekstu
Jakie zmiany nazw i sponsorów miały miejsce w historii Arki Gdynia?;kontekst
Jakie były główne zainteresowania profesora Fibaka poza medycyną?;kontekst
Czy można stosować Krople nasercowe - krople doustne w okresie ciąży i karmienia piersią?;bez kontekstu
Jakie elementy polskiej muzyki ludowej wykorzystał Morawski w balecie 'Miłość'?;bez kontekstu
Jakie były warunki bytowe autora podczas pobytu w Hawanie w latach 1969-72?;kontekst
Jaką funkcję pełni Mariusz Józef Kubiak w Instytucie Nauk Społecznych i Bezpieczeństwa Wydziału Humanistycznego Uniwersytetu Przyrodniczo-Humanistycznego w Siedlcach?;bez kontekstu
Jakie wyzwanie staje przed dziewczynką na drodze do nieba?;kontekst
Jak został upamiętniony Michał Bałucki?;kontekst
Jakie rady dają sobie mentor i uczeń w kontekście wytrwałości Krzysztofa?;kontekst
Jakie studia ukończył Maciej Wincenty Musiał?;bez kontekstu
Jak wazelina biała wspomaga nawilżenie skóry?;bez kontekstu
"Dlaczego autor używa związku frazeologicznego ""anielska cierpliwość"" w kontekście nowych graczy?";kontekst
Czy są dostępne badania dotyczące bezpieczeństwa stosowania Eliminacidu w grupie kobiet w ciąży lub karmiących piersią?;kontekst
Jakie języki znał Grzegorz Waliński i jak to wpłynęło na jego karierę?;kontekst
Jakie są potencjalne ryzyka związane z nagłym odstawieniem Faxigen XL 37,5 mg?;bez kontekstu
Co oznacza fraza 'w imieniu Ojca' w kontekście nauk Jezusa?;bez kontekstu
Jakie dziedzictwo pozostawił po sobie Jacek Augustyn Łopacki?;bez kontekstu
W jakich renomowanych ośrodkach kardiochirurgii za granicą odbył staże profesor Bochenek?;bez kontekstu
Jakie elementy muzyczne charakteryzują styl Acid Drinkers?;kontekst
Jakie korzyści przynosi turystyka wokół Jeziora Bełdany dla lokalnej gospodarki?;kontekst
Czy żarty z tamtego okresu są nadal popularne?;kontekst
Jakie są główne cele genomiki ilościowej?;bez kontekstu
Jakie rozwiązania są stosowane w Polsce w celu ochrony płazów podczas ich migracji?;bez kontekstu
Ile osób zamieszkiwało gminę Konopiska w 2004 roku?;bez kontekstu
Jakie są muzyczne dokonania Mikołaja Krawczyka?;bez kontekstu
Jakie były kluczowe etapy w karierze menedżerskiej Eda Stefanskiego?;bez kontekstu
Jakie są plany rozwoju infrastruktury Jagiellonii?;kontekst
Jak Arkadia była przedstawiana przez starożytnych poetów?;bez kontekstu
Jakie są cechy charakterystyczne gitary, na której gra młody muzyk?;kontekst
Jakie były główne obszary badań naukowych Bortkiewicz?;kontekst
Jakie są główne obszary działalności zawodowej Macieja Gonciarza?;bez kontekstu
W jaki sposób związek frazeologiczny 'gołym okiem' jest używany w kontekście zauważania nieprawidłowości na serwerze gry?;kontekst
Gdzie Jacek Karwowski odbył wyjazdy naukowe i jakie miały one wpływ na jego karierę?;bez kontekstu
"Jakie są cechy powieści tendencyjnej na przykładzie ""Nad Niemnem"" Elizy Orzeszkowej?";bez kontekstu
Gdzie urodził się Alan Konrad Aleksandrowicz?;bez kontekstu
Jakie są główne wnioski uwzględnione w raporcie Veeam Data Protection Trends 2022?;bez kontekstu
Gdzie Jan Władysław Studniarski studiował i jakie miał wykształcenie?;bez kontekstu
Kiedy Agnieszka Ziomek uzyskała habilitację i na podstawie jakiej pracy?;bez kontekstu
Gdzie Halina Evert-Kappesowa zdobyła wiedzę o kulturze i historii Bizancjum?;bez kontekstu
Jaki lek wydaje się najbezpieczniejszy dla kobiety ciężarnej zarażonej owsikami?;bez kontekstu
Jakie są trzy opcje, które Laufey przedstawia Layli?;kontekst
Jakie są zainteresowania Krzysztofa Panasa poza sferą polityki i medycyny?;kontekst
Jakie były początki działalności opozycyjnej Antoniego Mączki?;bez kontekstu
"Jak Mickiewicz przedstawia podział narodu w ""Dziadach""?";bez kontekstu
Dlaczego Dziku podkreśla, że nie ma znaczenia, czy inni gracze czitują?;kontekst
"Jakie najważniejsze osiągnięcia i sukcesy batalionu KOP ""Budsław"" można wymienić w kontekście jego działalności?";kontekst
Jakie były główne wkłady Olędzkiego w rozwój etnografii i antropologii kulturowej w Polsce?;kontekst
W którym roku Krystian Zimerman urodził się i gdzie?;bez kontekstu
W którym roku Krzysztof Kowalik przeniósł się do Polonii Elbląg?;bez kontekstu
"Dla jakiej wytwórni Kat nagrał album ""Metal and Hell""?";bez kontekstu
Jakie zasady gry w StarCraft II są omówione w artykule?;kontekst
Jakie sukcesy odniósł Jerzy Nowak jako trener siatkarski?;bez kontekstu
Jakie stanowiska zajmował Jerzy Ejmont po II wojnie światowej?;bez kontekstu
Kiedy nie stosować preparatu Chlorprothixen Zentiva - tabletki powlekane?;bez kontekstu
Z kim współpracował Andrzej Pluszcz w ramach zespołu Recydywa?;bez kontekstu
Jakie zadania własne gminy w obszarze energetyki są określone w Ustawie o samorządzie gminnym?;kontekst
Dlaczego konieczne są dalsze badania kliniczne dotyczące idelalizybu u dzieci i młodzieży?;bez kontekstu
Jakie były główne źródła utrzymania mieszkańców gromady Chrzan?;kontekst
Kto założył wieś w XVI wieku?;kontekst
Jakie były jego sukcesy na arenie międzynarodowej?;kontekst
Jakie kwestie porusza dyskusja na forum oprócz problemu z kartą pamięci CF?;kontekst
Jakie reformy wpłynęły na ograniczenie władzy dominium w Galicji?;bez kontekstu
Czy stosowanie probiotyków jest zalecane w leczeniu pieluszkowego zapalenia skóry?;bez kontekstu
W jakich latach Edward Rymar był przewodniczącym Komitetu Obywatelskiego Ziemi Pyrzyckiej?;bez kontekstu
Jakie są relacje między braćmi a ich matką?;kontekst
W jakim stanie zdrowia i nastroju znaleźli św. Antoniego Około roku 270 w forcie?;bez kontekstu
Jakie są potencjalne korzyści wizerunkowe dla Donalda Trumpa z tego ruchu?;kontekst
Jakie perspektywy na przyszłość ma Aleksandra Szutko w sporcie?;bez kontekstu
Czy forma 'coby' może być użyta zamiast 'aby' lub 'żeby' w oficjalnych dokumentach?;bez kontekstu
Która z poniższych kopalń działała w Dąbrowie Górniczej w XIX wieku?;bez kontekstu
Jakie jest znaczenie prac naukowych Alfreda Jana Uchmana dla rozwoju nauk o Ziemi?;bez kontekstu
Jakie problemy techniczne opisuje autor w kontekście Renault Thalia?;kontekst
Jakie są osiągnięcia Michała Jana Chyczewskiego w administracji państwowej?;bez kontekstu
Jakie były relacje Juliusa von Schleinitza z władzami miejskimi Bydgoszczy i jakie konflikty miały miejsce?;kontekst
Jakie są główne wnioski z monologu Witolda Gadoskiego dotyczące polskiej polityki zagranicznej i wewnętrznej?;kontekst
Kiedy Krzysztof Jańczyk po raz pierwszy został radnym Skierniewic i z ramienia jakiej partii?;bez kontekstu
Jakie były zasługi Józefa Byszewskiego podczas powstania listopadowego?;bez kontekstu
Jakie są różnice między systemami demokratycznymi a niedemokratycznymi w kontekście roli partii politycznych?;bez kontekstu
Jakie znaczenie mają prace badawcze Miłosza Karola Skrzypka dla rozwoju wiedzy o najnowszej historii Polski?;bez kontekstu
Jakie były główne cechy stylu Benona Liberskiego i jakie elementy wprowadzał do swoich obrazów?;bez kontekstu
Jakie argumenty pojawiły się w dyskusji dotyczącej rozwiązywania sporów między klanami?;kontekst
"Jakie są potencjalne kierunki rozwoju akcji ""Zaproś mnie na swoją lekcję"" w kontekście nowych technologii i narzędzi edukacyjnych?";kontekst
Czy możesz podać więcej szczegółów na temat wspinaczki na Lunecie?;kontekst
Jakie spektakle Teatru Telewizji wyreżyserował Henryk Drygalski?;bez kontekstu
W jakich latach sprawował mandat posła na Sejm i z jakich okręgów wyborczych?;kontekst
Jakie funkcje redakcyjne pełniła Elżbieta Znamierowska-Rakk?;bez kontekstu
Jakie wyzwania stały przed Ewą Pilawską podczas jej kariery w Teatrze Powszechnego w Łodzi?;bez kontekstu
Jakie wsparcie jest dostępne dla rodzin osób chorych w hospicjum?;bez kontekstu
Jakie inicjatywy podjął Szumańczowski w dziedzinie rolnictwa i edukacji?;bez kontekstu
Jakie elementy wiersza podkreślają jedność i wspólnotę?;kontekst
Kiedy Dawid Popławski zadebiutował w reprezentacji seniorskiej Polski i jakie były okoliczności tego debiutu?;kontekst
Jakie są główne obszary zieleni i rekreacji w Czyżkówku?;bez kontekstu
Jakie były główne wyzwania, z jakimi Graniewski musiał się zmierzyć podczas swojej kariery wojskowej i politycznej?;kontekst
Kim jest Maurycy Karasowski i jakie są jego osiągnięcia w dziedzinie muzykologii?;bez kontekstu
Gdzie zmarł Jan Chryzostom Pasek i jakie jest jego upamiętnienie?;bez kontekstu
Jakie są główne cechy pokolenia Silent Generation w kontekście pracy?;bez kontekstu
Jakie są proporcje składników wymagane do uzyskania odpowiedniego stężenia alkoholu?;bez kontekstu
Kiedy została wybudowana Aleja Józefa Becka?;kontekst
Jakie hormony produkują przytarczyce i jakie są ich funkcje?;bez kontekstu
Jakie czynniki powinien wziąć pod uwagę autor przy wyborze nowej karty graficznej?;kontekst
Jakie inne spółki były związane z działalnością Orthweina po wojnie?;kontekst
"Jakie doświadczenie zdobył Mateusz Jakubiec w programie ""Bitwa na głosy"" i jakie miejsce zajęła jego grupa?";kontekst
Jakie kierunki studiów są krytykowane za niski poziom na Akademii Techniczno-Humanistycznej?;bez kontekstu
Jak długo trwała obrona Warszawy przed wojskami niemieckimi we wrześniu 1939 roku?;bez kontekstu
Jakie są warunki klimatyczne na Małej Rycerzowej?;bez kontekstu
Jakie znaczenie miała Galeria Instrumentów Folkowych założona przez Antoniego Kanię?;bez kontekstu
W jakich okolicznościach Srebrzyński wstąpił do Wojska Polskiego i jakie odznaczenie otrzymał?;bez kontekstu
Kto wprowadził luteranizm w Księstwie Karniowskim i jakie były tego skutki?;bez kontekstu
Jakie mechanizmy prowadzą do rozwoju mikroangiopatii zakrzepowych (TMA) u pacjentów z chorobami serca i naczyń?;bez kontekstu
Jakie są metody radzenia sobie z multitaskingiem w pracy zdalnej?;bez kontekstu
Jakie dwa systemy CMS zostały porównane w badaniu?;kontekst
Jak został przyjęty Dekalog VIII przez krytyków i widzów?;kontekst
Kto był prezesem Junaka Drohobycz w marcu 1937 roku?;bez kontekstu
Jak wyglądał poranek Ethana Fella w dniu, w którym znalazł list?;kontekst
Jakie jest znaczenie soczewek dla człowieka?;bez kontekstu
Jakie są zalecenia dotyczące kontroli u starszych dzieci z niedoczynnością tarczycy?;bez kontekstu
"Gdzie odbyła się prapremiera albumu ""Duchy ludzi i zwierząt""?";kontekst
Jakie jest znaczenie ekologiczne Jeziora Lisowskiego dla Warszawy?;bez kontekstu
Jak można podsumować karierę zawodową Ewy Marii Synowiec?;bez kontekstu
Jakie nagrody otrzymują Patroni Naukowego TV?;kontekst
Gdzie miało być docelowe miejsce stacjonowania 39 Pułku Lotnictwa Myśliwskiego OPK?;bez kontekstu
Dlaczego mężczyzna, którego kocha główna bohaterka, ucieka?;kontekst
Jakie uczucia wyraża podmiot liryczny wobec 'rycerskiej duszy'?;kontekst
Jakie są główne metody badania stanu technicznego amortyzatorów?;bez kontekstu
Dlaczego dotychczasowe regulacje były nieskuteczne?;kontekst
Kim była żona Jana Zbigniewa Mikulskiego i jakie były ich dzieci?;kontekst
Jakie są objawy choroby, którą zarazili się bohaterowie?;kontekst
Jak główny bohater reaguje na te nieszczęścia?;kontekst
Jakie są cechy charakteru kierowcy taksówki?;kontekst
Co zostało umieszczone w metalowej puszce pod wieżą kościoła?;kontekst
Jak sposób mówienia wpływa na transmisję wirusa COVID-19?;bez kontekstu
Jakie stopnie naukowe uzyskała dr hab. Mirosława Małgorzata Ostrowska i w jakich latach?;bez kontekstu
Kiedy Artur Tadeusz Miłkowski otrzymał święcenia diakonatu?;bez kontekstu
Jakie materiały budowlane zostały użyte do budowy cerkwi?;kontekst
Jakie wnioski można wyciągnąć z kariery Edwarda Motyla dla młodych sportowców?;bez kontekstu
Jakie znaczenie ma rezerwat Stare Modrzewie dla przyrody w okolicy Kiełpina?;bez kontekstu
Jakie są zalecenia dotyczące konsultacji z lekarzem przed rozpoczęciem stosowania Telmisartan Bluefish?;bez kontekstu
Jakie lekcje możemy wyciągnąć z biografii Richtera w kontekście współczesnych wyzwań edukacyjnych i społecznych?;bez kontekstu
Jakie grupy wrogów wymienia autor w swoim artykule?;kontekst
Jakie funkcje akademickie pełnił Andrzej Banach i jakie były jego osiągnięcia w tej dziedzinie?;bez kontekstu
Co to są badania transcendentalne Kanta i jakie pytania stawia?;bez kontekstu
Jakie właściwości mają wyciągi glikolowe z korzenia rzodkwi czarnej w Linoderm Hair Szampon?;bez kontekstu
W jaki sposób jej działalność w Klubie Inteligencji Katolickiej i Fundacji Pro Publico Bono wpłynęła na rozwój społeczeństwa obywatelskiego w Polsce?;bez kontekstu
Jakie było jedno z najbardziej pamiętnych zwycięstw w karierze Marka Lechniewskiego?;bez kontekstu
Jakie były główne elementy konstrukcyjne rydwanu celtyckiego?;bez kontekstu
Gdzie Teslar spędził lata 1930-1938 i jakie były tego konsekwencje dla jego twórczości?;kontekst
Jakie znaczenie ma kościół parafialny pw. św. Wojciecha w Mrągowie dla miasta i jego mieszkańców?;bez kontekstu
Czy imię Maria jest jednym z najpopularniejszych żeńskich imion w Polsce?;bez kontekstu
Jakie były pierwsze sportowe zainteresowania Andrzeja Sztolfa?;bez kontekstu
Kiedy Marian Rostkowski wstąpił do Jastrzębskiego Klubu Fotograficznego Niezależni?;bez kontekstu
Jakie były główne działania Aleksandra Gabszewicza po demobilizacji i osiedleniu się w Wielkiej Brytanii?;bez kontekstu
W którym roku Adam Szostkiewicz rozpoczął pracę w Tygodniku Powszechnym i jak długo tam pracował?;bez kontekstu
Jakie są zalecenia dotyczące kontynuowania zdrowych nawyków żywieniowych w kolejnych etapach życia dziecka?;kontekst
Jakie jest zalecane dawkowanie Cerutinu dla dorosłych?;bez kontekstu
Jakie były początki kariery dziennikarskiej Mariana Grzegorza Woźniaka?;bez kontekstu
Jakie znaczenie ma Nagroda im. Konrada Swinarskiego w polskim środowisku teatralnym?;bez kontekstu
Jak wspominasz ten czas spędzony na obozie?;kontekst
Jakie były jego sukcesy międzynarodowe?;kontekst
Jakie były główne osiągnięcia Angermana w okresie II Rzeczypospolitej?;kontekst
Czy istnieją specyficzne elementy stylu życia lub diety charakterystyczne dla długowiecznych osób w Japonii?;bez kontekstu
Jaka jest długość ulicy Jana Lechonia?;kontekst
W jakim wieku Grzegorz Klich rozpoczął karierę sędziowską?;bez kontekstu
Co było bezpośrednią przyczyną wybuchu Wojny trojańskiej?;bez kontekstu
Czy podawanie niewielkich ilości pokarmów uzupełniających pomiędzy 4. a 6. miesiącem życia jest bezpieczne?;kontekst
Jakie są cele misji kaprala Ważko?;kontekst
Jakie są przykłady postaci literackich, których życie można określić jako niejednoznaczne?;bez kontekstu
Jakie znaczenie ma Czarny Dunajec dla lokalnej społeczności i turystyki?;bez kontekstu
Jak Kazimiera Maria Wódź przyczyniła się do kształtowania polityki społecznej w Polsce?;bez kontekstu
Ile porad rocznie udziela przeciętny lekarz w Polsce i jak ta liczba wypada na tle innych krajów OECD?;bez kontekstu
Jakie są główne cechy protokołu komunikacji LEGO?;bez kontekstu
Jakie stanowisko objął Krzysztof Rypuła na Wydziale Medycyny Weterynaryjnej UPWr?;bez kontekstu
"Co oznacza związek frazeologiczny ""na czele"" w tytule artykułu?";kontekst
Kim był mąż Joanny Nieniewskiej i jakie były ich dzieci?;kontekst
Jakie było największe osiągnięcie Anny Tybor w himalaizmie?;bez kontekstu
Jakie działania Ministerstwo Zdrowia powinno podjąć, aby zapobiec wybuchowi protestów na szczeblu lokalnym i ogólnopolskim?;kontekst
Kim była Helena znojemska i jakie były jej początki?;bez kontekstu
Jakie znaczenie ma korytarz ekologiczny Bory Dolnośląskie - Lasy Sławskie/Bory Dolnośląskie dla Krzywczyc?;bez kontekstu
Jakie nagrody zdobył zespół 'MixDance' na festiwalach disco-polo?;bez kontekstu
W jakich latach zdobył Andrzej Kozłowski tytuł mistrza Polski w wadze średniej?;bez kontekstu
Jakie rozwiązanie proponuje autor, aby poprawić jakość infrastruktury rowerowej?;kontekst
Jakie były główne źródła dochodów Onasisa w latach czterdziestych i pięćdziesiątych?;kontekst
Jakie wyzwania stawiała przed użytkownikami komunikacja internetowa w przeszłości?;bez kontekstu
Jakie były główne osiągnięcia naukowe Jana Tomasza Hołowińskiego?;bez kontekstu
Jakie były początki kariery Jana Błachowicza w mieszanych sztukach walki?;bez kontekstu
Jakie praktyczne zastosowania wiedzy są przewidziane w planie lekcji?;kontekst
Jakie wydarzenia prowadzą do tego, że Misia budzi się w szpitalu?;kontekst
Jak wyglądają ściany jaskini?;kontekst
Jakie są ogólne wnioski z tekstu dotyczące roli administracji w grach online?;kontekst
Jakie studia ukończył Bogdan Roman Skwarka i gdzie odbył staże zagraniczne?;bez kontekstu
Gdzie odbył się pogrzeb Lucyny Grobickiej?;bez kontekstu
Co zrobił królik Roger, gdy zobaczył leżącego na ulicy człowieka?;kontekst
W jaki sposób Radirex może wpływać na działanie glikozydów nasercowych i leków przeciwarytmicznych?;bez kontekstu
"Jaką rolę odgrywała Barbara Klimkiewicz-Kobylińska w radiowych ""Matysiakach""?";bez kontekstu
Jak Mroczkowski postrzegał twórczość Tolkiena w kontekście literatury współczesnej?;bez kontekstu
Jakie są przykłady stanów nadkrzepliwości?;bez kontekstu
Jakie kultury neolityczne wykształciły się na terenie Polski?;bez kontekstu
Jakie znaczenie ma działalność 1 Warszawskiej Brygady Saperów dla historii wojskowości Polski?;bez kontekstu
Kiedy miały miejsce pierwsze publiczne występy Katarzyny Bovery i z kim wtedy występowała?;bez kontekstu
Jakie są potencjalne zagrożenia i korzyści związane ze stosowaniem Bebilon Suplement Białka?;bez kontekstu
Z jaką partią polityczną związał się Janusz Basiak i jakie stanowiska pełnił w samorządzie?;bez kontekstu
Jakie elementy odgrywają istotną rolę w ocenie prac fotograficznych Monique według dyskusji?;kontekst
Jakie są perspektywy rozwoju onkologii dziecięcej w Polsce i jakie role mogą odegrać w nich liderzy tacy jak Bożenna Dembowska-Bagińska?;bez kontekstu
Jak pandemia COVID-19 wpłynęła na przygotowania Rakowa Częstochowa do finału Pucharu Polski?;bez kontekstu
Dlaczego lekarze i rezydenci są niezadowoleni z działań ministra Łukasza Szumowskiego?;bez kontekstu
Które z tych preparatów są dostępne w formie roztworu do wstrzykiwań?;kontekst
